city,city_ascii,lat,lng,population,isolation_value,zoom_level
Santa Cruz Zenzontepec,Santa Cruz Zenzontepec,16.5333,-97.5,18512,39.67532357751619,7.5
Bilar,Bilar,9.7,124.1,18512,15.293984009960012,9.0
Iselin,Iselin,40.5697,-74.3172,18511,2.157848109263369,21.0
Brook Park,Brook Park,41.4036,-81.8219,18509,5.166004591718603,10.0
Härnösand,Harnosand,62.6361,17.9411,18508,41.4217083784273,6.5
Galhinna,Galhinna,7.4161,80.5688,18507,7.795567702033323,10.0
Huércal de Almería,Huercal de Almeria,36.8833,-2.4333,18507,5.6962167141933495,10.0
St. Marys,St. Marys,30.7567,-81.5722,18507,15.883239505354824,8.5
Tādikonda,Tadikonda,16.4167,80.4542,18505,9.379974669493857,9.5
Madre de Deus,Madre de Deus,-12.7408,-38.6208,18504,11.115066533313694,9.5
Anicuns,Anicuns,-16.4628,-49.9606,18503,37.61550918571307,7.5
Tatsuno,Tatsuno,35.9824,137.9876,18503,7.512091939949772,9.5
Pālaiyampatti,Palaiyampatti,9.5392,78.0984,18502,2.8201519992458297,21.0
Hässleholm,Hassleholm,56.1667,13.7667,18500,27.122493227290803,7.0
Buikwe,Buikwe,0.3442,33.03,18500,12.541897323551932,9.0
Appley Bridge,Appley Bridge,53.579,-2.721,18500,4.857115354758793,9.5
Goffstown,Goffstown,43.019,-71.568,18499,9.24412893567533,9.0
Rawmarsh,Rawmarsh,53.4636,-1.3439,18498,3.835554106261422,10.0
Ghedi,Ghedi,45.4,10.2833,18497,9.29744773988064,9.0
Kivsharivka,Kivsharivka,49.6289,37.6831,18496,12.119832124398348,8.5
Potirendaba,Potirendaba,-21.0483,-49.3772,18496,16.111764227869152,8.5
Bitkine,Bitkine,11.9817,18.2125,18495,57.56928265822262,7.0
Rhaude,Rhaude,53.1667,7.55,18495,9.62924132265634,9.0
Vlotho,Vlotho,52.1667,8.8497,18495,5.019182486419919,9.5
Karcag,Karcag,47.3111,20.9161,18495,37.71520137885516,7.0
Misato,Misato,39.4211,140.5439,18493,6.875095580346797,9.5
Alton,Alton,26.2884,-98.3098,18493,9.43298396305587,9.5
Kalynivka,Kalynivka,49.4472,28.5231,18492,23.958783344978585,7.5
Chubek,Chubek,37.6167,69.7,18490,7.6583011439531745,9.5
San Lorenzo de El Escorial,San Lorenzo de El Escorial,40.5936,-4.1428,18489,12.05119624896588,9.0
Busovača,Busovaca,44.1,17.8833,18488,9.978063776038567,9.0
Schwalmstadt,Schwalmstadt,50.9333,9.2167,18488,17.902566755210557,8.0
Staines-upon-Thames,Staines-upon-Thames,51.434,-0.511,18484,3.2580757286349247,21.0
Unquillo,Unquillo,-31.2333,-64.3167,18483,12.424529610731154,9.0
Zagarolo,Zagarolo,41.8333,12.8333,18483,5.526106485795906,10.0
Piñas,Pinas,-3.6806,-79.6806,18482,40.22710175069131,7.5
Laurel,Laurel,37.6375,-77.5062,18480,8.927579448632425,9.5
San Celoni,San Celoni,41.69,2.49,18479,12.15998484229779,8.5
Sirvel,Sirvel,15.321,78.5344,18478,18.617008902856448,8.5
Fushë-Krujë,Fushe-Kruje,41.4833,19.7167,18477,11.87510548387699,9.0
Kherāmeh,Kherameh,29.4992,53.3131,18477,64.59615229749913,6.5
Ajaigarh,Ajaigarh,24.8988,80.2592,18476,34.14789413578667,7.5
Foxborough,Foxborough,42.0627,-71.2461,18476,5.633831308559447,10.0
Tinoc,Tinoc,16.675,120.9367,18475,18.8232402911502,8.5
Giszowiec,Giszowiec,50.2236,19.0694,18475,4.671718181944842,10.0
Boerne,Boerne,29.7847,-98.7292,18475,25.5165489532113,8.0
Vellmar,Vellmar,51.35,9.4667,18474,4.3772460201129455,10.0
Tirmalgiri,Tirmalgiri,17.427,79.4724,18474,29.553447446271637,8.0
Qaşr-e Shīrīn,Qasr-e Shirin,34.5158,45.5772,18473,26.535020246773595,8.0
Sharon,Sharon,42.1085,-71.183,18473,6.794599138866882,9.5
Bedlington,Bedlington,55.133,-1.583,18470,4.455049171173748,10.0
Sacavém,Sacavem,38.7944,-9.1053,18469,2.510684037424231,21.0
Hoppegarten,Hoppegarten,52.5167,13.6667,18469,16.411149851467908,8.0
Éragny,Eragny,49.0181,2.0922,18468,2.148167279232005,21.0
Alcântara,Alcantara,-2.4089,-44.415,18466,0.0,21.0
Taft,Taft,31.7492,54.2103,18464,19.18868287194033,8.5
La Marque,La Marque,29.3683,-94.9941,18464,5.8073704165470135,10.0
Çatak,Catak,38.0086,43.0597,18462,32.40710159584541,7.5
Castel Maggiore,Castel Maggiore,44.5667,11.3667,18462,8.313739680683847,9.0
Kotanchēri,Kotancheri,11.4719,75.969,18461,4.819495259346116,21.0
Kunitomi,Kunitomi,31.9906,131.3236,18460,12.961889240846151,9.0
Nara,Nara,15.18,-7.28,18459,87.055532620908,6.5
Pio IX,Pio IX,-6.8378,-40.5789,18459,34.522048789341255,7.5
Kannapuram,Kannapuram,11.9691,75.3208,18459,3.1457929949719943,21.0
Oskū,Osku,37.9147,46.1217,18459,7.335692292242599,9.5
Hessisch Oldendorf,Hessisch Oldendorf,52.1667,9.25,18458,10.8836296761335,8.5
Lagoa da Canoa,Lagoa da Canoa,-9.83,-36.7378,18457,10.18775645803846,9.5
Od,Od,22.6219,73.1161,18454,8.528816971928691,9.5
Kāriyāpatti,Kariyapatti,9.6741,78.1007,18454,15.002335668622484,9.0
Mill Hill,Mill Hill,51.62,-0.23,18451,2.966478468516539,21.0
Matelândia,Matelandia,-25.25,-53.9833,18450,12.194932128668828,9.0
Cognac,Cognac,45.6958,-0.3292,18448,24.268806622321343,7.5
Ngolonianasso,Ngolonianasso,12.4222,-5.6833,18446,21.971938729088645,8.5
Shimokodanaka,Shimokodanaka,35.6616,139.6666,18446,2.0610195185750797,21.0
Narlıca,Narlica,36.2333,36.2167,18445,6.087479535006583,10.0
Coalcomán de Vázquez Pallares,Coalcoman de Vazquez Pallares,18.7833,-103.1667,18444,55.56252719406806,7.0
Haaltert,Haaltert,50.9,4.0,18443,5.033440649035094,10.0
Kassaro,Kassaro,12.9544,-8.8811,18442,11.5649774801302,9.0
Jucuapa,Jucuapa,13.5167,-88.3833,18442,4.051036409839727,21.0
Achocalla,Achocalla,-16.5833,-68.1667,18442,8.747444004009568,9.5
Bakhmach,Bakhmach,51.1831,32.8297,18441,26.0698846399548,7.5
Princeton,Princeton,33.1778,-96.5044,18441,15.360438907560356,8.5
Bönen,Bonen,51.5986,7.7592,18438,6.53145209411054,9.5
Hellemmes-Lille,Hellemmes-Lille,50.6167,3.1167,18437,2.2910593078367474,21.0
Chouafa,Chouafa,34.9468,-6.1667,18436,13.811854576106963,8.5
Zhangshicun,Zhangshicun,24.5477,113.524,18436,16.377342373827986,8.5
Choi Hung,Choi Hung,22.335,114.2067,18435,1.7273975219036437,21.0
Arroyo Grande,Arroyo Grande,35.1241,-120.5845,18435,17.637688786725906,8.5
Astrea,Astrea,9.5,-73.9833,18434,31.128933772936094,8.0
Albert Lea,Albert Lea,43.6548,-93.3643,18434,31.101077262600125,7.5
Cullman,Cullman,34.1775,-86.8407,18434,46.08706553163879,7.0
Baliangao,Baliangao,8.67,123.6,18433,13.239580025622548,9.0
Yur’yev-Pol’skiy,Yur'yev-Pol'skiy,56.5,39.6833,18433,28.192179951032664,7.0
Lahnstein,Lahnstein,50.3011,7.6056,18433,6.539511580405766,9.5
Dumjor,Dumjor,22.64,88.22,18433,4.539710701983487,21.0
Ponedera,Ponedera,10.65,-74.75,18430,11.119508023353252,9.5
Johnstown,Johnstown,40.326,-78.9194,18429,43.04686532156538,7.0
Orestiáda,Orestiada,41.5,26.5333,18426,19.757646241585167,8.0
Dover,Dover,40.8859,-74.5597,18426,5.081161986649104,10.0
Juvisy-sur-Orge,Juvisy-sur-Orge,48.6889,2.3783,18424,1.971973376714948,21.0
New River,New River,33.8835,-112.0858,18422,4.188339674339218,21.0
Abdulino,Abdulino,53.6667,53.6333,18420,58.26909188955069,6.0
Mukkūdal,Mukkudal,8.7431,77.5225,18420,5.039087790539181,21.0
Trenton,Trenton,42.1394,-83.1929,18420,7.337260680089083,9.5
Loreto,Loreto,-23.2667,-57.3167,18419,18.80214059481519,8.5
Vechelde,Vechelde,52.2608,10.372,18419,9.86930624745394,9.0
Montrouis,Montrouis,18.9506,-72.7044,18419,18.47529294097219,8.5
Pomáz,Pomaz,47.6431,19.0196,18419,7.740892957811376,9.0
Castelfidardo,Castelfidardo,43.4631,13.55,18419,5.832159484462188,10.0
Kreminna,Kreminna,49.05,38.2167,18417,12.123976388051396,8.5
Svatove,Svatove,49.415,38.155,18417,40.83270789921887,7.0
San Vicente Pacaya,San Vicente Pacaya,14.4161,-90.6392,18417,6.539448674462047,10.0
Ocean Springs,Ocean Springs,30.4082,-88.7861,18417,12.402487875880269,9.0
Fatick,Fatick,14.3333,-16.4069,18416,40.454490906922665,7.5
Kronberg,Kronberg,50.1833,8.5,18416,5.55975401167712,9.5
Devadānappatti,Devadanappatti,10.1467,77.6439,18415,6.956000110056671,10.0
Basse Santa Su,Basse Santa Su,13.3167,-14.2167,18414,21.465215845638927,8.5
Unhel,Unhel,23.3379,75.5593,18414,19.56980186953908,8.5
Winder,Winder,33.9917,-83.7218,18414,25.40778454076836,8.0
Hardinxveld-Giessendam,Hardinxveld-Giessendam,51.8167,4.8333,18413,4.5779838457958855,10.0
Amvrosiivka,Amvrosiivka,47.7833,38.4833,18413,28.595319096384067,7.5
Foum el Anser,Foum el Anser,32.3718,-6.2613,18412,8.403950321401796,9.5
Belo Campo,Belo Campo,-15.0378,-41.26,18412,49.11562989035316,7.0
Tallmadge,Tallmadge,41.1023,-81.4216,18411,7.261506013273151,9.5
San Blas Atempa,San Blas Atempa,16.3167,-95.2167,18406,2.519033259450391,21.0
Tilothu,Tilothu,24.8051,84.0833,18406,15.20673171889332,8.5
Nīār,Niar,38.2369,48.3272,18405,3.3080253991037494,21.0
Konz,Konz,49.7,6.5833,18403,7.5623971622980815,9.0
Nordestina,Nordestina,-10.8333,-39.4333,18402,19.394443765570838,8.5
Fairmont,Fairmont,39.4768,-80.1491,18402,24.98927994952911,8.0
Korsun-Shevchenkivskyi,Korsun-Shevchenkivskyi,49.4833,31.2833,18401,32.46592387914544,7.0
Quitandinha,Quitandinha,-25.8719,-49.4978,18398,19.18689146733065,8.5
Kumārapuram,Kumarapuram,8.2922,77.3215,18398,3.056387744354901,21.0
Santa Marinella,Santa Marinella,42.0333,11.85,18397,8.487803468000923,9.5
Langen,Langen,53.6167,8.5833,18395,7.416711851577136,9.0
Srikhanda,Srikhanda,23.5981,88.0799,18394,7.704257390526797,9.5
North Babylon,North Babylon,40.7314,-73.3248,18393,3.4452098238677498,21.0
Inhapi,Inhapi,-9.2189,-37.7539,18392,11.454202312588595,9.0
Crowley,Crowley,32.5781,-97.3585,18392,7.15970981921825,9.5
North Bay Shore,North Bay Shore,40.7602,-73.2617,18392,2.7540723856221443,21.0
Aragarças,Aragarcas,-15.9025,-52.2419,18390,2.106428722074498,21.0
Hārij,Harij,23.7,71.9,18388,22.50819445558996,8.0
Tinajeros,Tinajeros,14.6733,120.969,18387,1.1564288344286149,21.0
Longjia,Longjia,19.1487,110.3209,18385,18.34760620894956,8.5
Rio Maria,Rio Maria,-7.3108,-50.0478,18384,26.50319421264625,8.0
Bhawānīpur,Bhawanipur,26.4361,84.7356,18384,6.300083509202246,10.0
Itapororoca,Itapororoca,-6.85,-35.25,18382,13.68344114897624,9.0
Hampton,Hampton,40.5844,-79.9534,18382,1.3951518586885472,21.0
Sanpaicun,Sanpaicun,24.6642,112.2935,18381,6.94658718112748,10.0
Bracciano,Bracciano,42.1,12.1833,18380,0.0,21.0
East Goshen,East Goshen,39.9934,-75.5478,18377,4.307170173328729,21.0
Straşeni,Straseni,47.1333,28.6167,18376,20.615089337413025,8.0
Walcourt,Walcourt,50.25,4.4167,18376,16.720840413009224,8.0
Greene,Greene,39.9543,-77.5668,18376,7.983577021124305,9.5
Cesário Lange,Cesario Lange,-23.2267,-47.9531,18375,17.377328679728063,8.5
Sigmaringen,Sigmaringen,48.0867,9.2164,18375,19.94407192110914,8.0
Franklin Park,Franklin Park,41.9361,-87.8794,18374,3.905822409863309,21.0
Cuautitlán,Cuautitlan,19.4522,-104.3583,18370,14.26425700931924,9.0
Clonmel,Clonmel,52.3539,-7.7116,18369,41.04617221104511,6.5
Qatlūpur,Qatlupur,28.7733,77.1593,18369,4.237063488521177,21.0
Illertissen,Illertissen,48.2167,10.0833,18368,11.18718826810064,8.5
Mumford,Mumford,5.2625,-0.7578,18368,2.70961547849984,21.0
Assa,Assa,28.6086,-9.4269,18367,74.98559579483916,6.5
Filomeno Mata,Filomeno Mata,20.2,-97.7,18367,13.034411958494104,9.0
Chennevières-sur-Marne,Chennevieres-sur-Marne,48.7983,2.5339,18367,2.4925175828390804,21.0
Agarpur,Agarpur,25.1957,87.0423,18367,7.386612252214006,9.5
Nytva,Nytva,57.95,55.3333,18366,25.38962698674763,7.0
Baependi,Baependi,-21.95,-44.8833,18366,5.057058975682016,21.0
Santiago Ixcuintla,Santiago Ixcuintla,21.811,-105.2079,18365,25.744478225652877,8.0
São Benedito do Rio Preto,Sao Benedito do Rio Preto,-3.3333,-43.5833,18364,26.695849920151783,8.0
El Tránsito,El Transito,13.35,-88.35,18363,10.8190337797108,9.5
Olten,Olten,47.35,7.9,18362,12.589326814078849,8.5
Écully,Ecully,45.7753,4.7783,18361,1.2634040774684008,21.0
Noci,Noci,40.8,17.1333,18361,5.732522498555531,10.0
Chhoti Sādri,Chhoti Sadri,24.38,74.7,18360,26.76343643110204,8.0
Krasyliv,Krasyliv,49.6519,26.9706,18356,21.37072848204217,7.5
Newburyport,Newburyport,42.8124,-70.8878,18356,16.568874946846705,8.5
Campo de la Cruz,Campo de la Cruz,10.3778,-74.8814,18354,14.700589353989283,9.0
Stekene,Stekene,51.2,4.0333,18352,6.099409858625089,9.5
San Rafael Pie de la Cuesta,San Rafael Pie de la Cuesta,14.9333,-91.9167,18352,7.61739110474194,10.0
Cagdianao,Cagdianao,9.92,125.67,18350,13.239770178604983,9.0
Wörth am Rhein,Worth am Rhein,49.0517,8.2603,18350,11.493119892053626,8.5
Louviers,Louviers,49.22,1.17,18350,18.254497654113703,8.0
Saladas,Saladas,-28.25,-58.6167,18349,20.849640516744888,8.0
Ammāpettai,Ammapettai,10.7948,79.3199,18349,15.67868883583302,9.0
Almondbury,Almondbury,53.6344,-1.7489,18346,2.353452806949893,21.0
Redland,Redland,39.1339,-77.1464,18346,5.667614822040455,10.0
Nāri Bhadaun,Nari Bhadaun,26.0065,86.2509,18345,2.179638681782382,21.0
Maryland City,Maryland City,39.1016,-76.8051,18345,4.731943144950924,10.0
Cortes,Cortes,9.72,123.88,18344,4.683764921686622,21.0
Buenavista,Buenavista,8.6805,-75.2554,18344,0.6702728010211165,21.0
Apastepeque,Apastepeque,13.6667,-88.7667,18342,3.039390542419345,21.0
Sendārappatti,Sendarappatti,11.4373,78.5215,18342,4.131559248204914,21.0
Capoeiras,Capoeiras,-8.735,-36.6269,18341,4.227257089300981,21.0
Mineros,Mineros,-17.1178,-63.2331,18340,25.06837240202886,8.0
Lake Ronkonkoma,Lake Ronkonkoma,40.8297,-73.1128,18339,3.0568539687005845,21.0
Mirante do Paranapanema,Mirante do Paranapanema,-22.2919,-51.9064,18338,37.8963939236505,7.5
Daryābād,Daryabad,26.8922,81.5556,18338,23.423374058660468,8.0
Lamrasla,Lamrasla,32.0247,-8.9153,18335,11.887987087826176,9.0
Xintian,Xintian,23.1427,103.5489,18334,31.503948891601983,7.5
West Haven,West Haven,41.2083,-112.0541,18334,4.129769838114415,21.0
Picuí,Picui,-6.5167,-36.35,18333,17.586815161964864,8.5
Anandpur,Anandpur,31.2393,76.5025,18333,20.22836887097743,8.0
Rizal,Rizal,14.1083,121.3917,18332,4.112767621776147,21.0
Novopavlovka,Novopavlovka,42.87,74.48,18332,2.457008491455584,21.0
Cran-Gévrier,Cran-Gevrier,45.9097,6.1107,18330,1.8620226118678247,21.0
Pembroke,Pembroke,42.0655,-70.8014,18330,8.932874133359888,9.0
Memuro-minami,Memuro-minami,42.9167,143.05,18329,12.214963496975294,8.5
Sandaré,Sandare,14.7,-10.3,18328,47.17627399889379,7.0
Shaoyu,Shaoyu,34.0629,105.3672,18327,6.440930894974267,10.0
Nuuk,Nuuk,64.1814,-51.6942,18326,1428.6892868795485,1.0
Skýdra,Skydra,40.7667,22.15,18325,16.411656876210078,8.5
Calverton,Calverton,39.0578,-76.9488,18324,2.5244423757295773,21.0
Karuppur,Karuppur,11.717,78.0924,18321,9.732833347187988,9.5
Tha Bo,Tha Bo,17.8494,102.5858,18320,15.256495461483356,9.0
Taió,Taio,-27.1,-49.9833,18318,35.436626992872405,7.5
Melzo,Melzo,45.5,9.4167,18318,3.924761532900437,21.0
San José Tenango,San Jose Tenango,18.15,-96.7333,18316,12.783330658344909,9.0
Lora del Río,Lora del Rio,37.65,-5.5167,18316,21.28059026351089,8.0
Carrières-sous-Poissy,Carrieres-sous-Poissy,48.9486,2.0394,18316,2.182444241361797,21.0
Talata-Volonondry,Talata-Volonondry,-18.75,47.65,18314,8.964982157156943,9.5
Riachão do Dantas,Riachao do Dantas,-11.0689,-37.725,18313,14.299980000892402,9.0
Pully,Pully,46.5167,6.6667,18313,2.5636097448132857,21.0
Pontalina,Pontalina,-17.52,-49.4392,18309,44.79406263035025,7.0
Morretes,Morretes,-25.4769,-48.8339,18309,23.30806866893535,8.0
Gerd Farāmarz Shāhedīyeh,Gerd Faramarz Shahediyeh,31.9417,54.2677,18309,8.668372530802639,9.5
Abrandābād-e Shāhedīyeh,Abrandabad-e Shahediyeh,31.9408,54.2736,18309,0.565642223682886,21.0
Kitagata,Kitagata,35.4333,136.6833,18308,4.665711269385357,21.0
Nossombougou,Nossombougou,13.1,-7.9333,18306,41.999404574032255,7.5
Nehbandān,Nehbandan,31.5436,60.0372,18304,149.03555147324226,5.5
Mangualde,Mangualde,40.6042,-7.7611,18303,14.85572697179292,8.5
Belém de São Francisco,Belem de Sao Francisco,-8.7578,-38.9639,18301,46.88078129999524,7.0
Lenoir,Lenoir,35.9094,-81.5249,18301,26.158730150904272,8.0
Do’stlik Shahri,Do'stlik Shahri,40.5247,68.0358,18300,24.282501991625487,8.0
Hadleigh,Hadleigh,51.5535,0.6095,18300,2.276668601409422,21.0
Beloozërskiy,Beloozerskiy,55.4589,38.4411,18297,11.690718663787514,8.5
Sint-Genesius-Rode,Sint-Genesius-Rode,50.75,4.35,18296,3.977183922491437,10.0
Ommen,Ommen,52.5167,6.4167,18295,11.433791308270989,8.5
Volochysk,Volochysk,49.5333,26.1667,18295,41.05089896285872,7.0
Püttlingen,Puttlingen,49.2833,6.8833,18295,5.18389694746018,10.0
Bingley,Bingley,53.846,-1.836,18294,5.444925479602454,9.5
Rutigliano,Rutigliano,40.9333,16.9,18293,2.3272022721337358,21.0
Aveiro,Aveiro,-3.6167,-55.3167,18290,104.15930435239386,6.0
Taung,Taung,-27.5625,24.7481,18289,24.41990535454765,8.0
Slyudyanka,Slyudyanka,51.6333,103.75,18287,69.57406569544656,6.0
Szigethalom,Szigethalom,47.3154,19.0078,18286,4.537960272661238,10.0
Sakouéba,Sakoueba,13.3119,-6.28,18282,14.665559488900549,9.0
Navraftor,Navraftor,37.7333,68.7667,18281,11.526342845383198,9.0
Şenkaya,Senkaya,40.5619,42.3464,18281,29.67603889979017,7.5
Panama City Beach,Panama City Beach,30.237,-85.8776,18281,23.117008105316177,8.0
Pinecrest,Pinecrest,25.665,-80.3042,18279,5.117403164216291,21.0
Parchim,Parchim,53.4167,11.8333,18278,36.58451884521363,7.0
Palos Hills,Palos Hills,41.6986,-87.8266,18278,6.358296398528383,9.5
Fomboni,Fomboni,-12.28,43.7425,18277,71.88705583770509,6.5
Santa Fe,Santa Fe,16.1592,120.9378,18276,18.46234541689471,8.5
Kadaň,Kadan,50.3761,13.2714,18275,13.975366610041606,8.5
Paraibano,Paraibano,-6.5,-44.0167,18274,13.138196028833466,9.0
Rāmpur,Rampur,26.4424,89.8038,18274,17.939966613002664,8.5
Kristiansund,Kristiansund,63.1104,7.7279,18273,50.47832930549845,6.0
Mannara,Mannara,8.5614,77.1263,18273,4.434959945682572,21.0
Rosendaël,Rosendael,51.0413,2.4037,18272,1.8619588984179465,21.0
Phelan,Phelan,34.4398,-117.5248,18272,17.57021603952548,8.5
Aït Bouchta,Ait Bouchta,35.1056,-3.8503,18271,4.937136946679409,10.0
Bni Bouayach,Bni Bouayach,35.0986,-3.8397,18271,1.2392462029479565,21.0
Tárrega,Tarrega,41.6469,1.1392,18268,40.32051809606464,7.0
Kasba Maker,Kasba Maker,25.9591,85.0316,18267,5.700413196972288,10.0
Somerset,Somerset,41.7404,-71.1612,18266,5.781544836329389,10.0
Concord,Concord,42.462,-71.3639,18265,6.5486557881822165,9.5
Burlington,Burlington,39.0223,-84.7217,18264,7.384467620648889,9.5
Paraibuna,Paraibuna,-23.3861,-45.6622,18263,32.05100395156106,7.5
Yupiltepeque,Yupiltepeque,14.2,-89.7833,18262,5.276322884556511,21.0
Siloe,Siloe,-29.9836,27.2792,18261,18.223084927193558,8.5
Bideford,Bideford,51.016,-4.209,18260,12.614825204908913,8.5
Luz,Luz,-19.8008,-45.6858,18257,28.819122656434928,8.0
Ban Mai,Ban Mai,14.9629,102.0314,18255,7.49095460923543,10.0
Monte Cristo,Monte Cristo,-31.3431,-63.9444,18254,24.110458800293163,8.0
Regensdorf,Regensdorf,47.4333,8.4667,18253,3.910188502975292,10.0
Yoichi,Yoichi,43.2,140.7833,18252,17.66547842587989,8.0
Mūlanūr,Mulanur,10.7943,77.7115,18251,14.370879973921785,9.0
Shuangluan,Shuangluan,40.9608,117.7939,18250,34.11679307822521,7.5
South Orange Village,South Orange Village,40.7491,-74.2602,18249,2.015887871150006,21.0
Bagnols-sur-Cèze,Bagnols-sur-Ceze,44.1623,4.6193,18248,15.4235286808038,8.5
Moissy-Cramayel,Moissy-Cramayel,48.6269,2.5931,18248,4.814494918258972,10.0
Staveley,Staveley,53.2694,-1.3484,18247,8.659890826446965,9.0
Asakapalle,Asakapalle,17.7364,83.3,18247,3.588056273230528,21.0
Mathurāpur,Mathurapur,25.5112,86.4557,18247,1.4712229586296195,21.0
Pisz,Pisz,53.6167,21.8,18245,43.01606091154472,6.5
Shaw,Shaw,53.5783,-2.0951,18245,2.189793828144904,21.0
Amsterdam,Amsterdam,42.942,-74.1906,18244,17.25674357630091,8.0
Savaştepe,Savastepe,39.3839,27.6547,18243,22.1040555100313,8.0
Nārāyankher,Narayankher,18.0333,77.7833,18243,30.095800306733416,8.0
Monforte de Lemos,Monforte de Lemos,42.5164,-7.5161,18242,34.823966837243,7.0
Sivandipuram,Sivandipuram,8.7811,77.3428,18241,12.433618596970897,9.0
Santa Iria da Azóia,Santa Iria da Azoia,38.8464,-9.0881,18240,2.3967548830484784,21.0
Manchester,Manchester,38.583,-90.5064,18240,4.017534192225275,21.0
Carrigaline,Carrigaline,51.8166,-8.3905,18239,7.341570230782689,9.0
Comodoro,Comodoro,-13.65,-59.7833,18238,108.46875016423456,6.0
Kānp,Kanp,25.8337,86.7402,18237,4.138830139290241,21.0
Ikniwn,Ikniwn,31.1736,-5.6733,18235,40.20712661411513,7.0
Calera de Tango,Calera de Tango,-33.6302,-70.7616,18235,7.729220358214326,9.5
Łęczna,Leczna,51.3,22.8833,18234,15.763630994539858,8.0
Centralia,Centralia,46.7223,-122.9696,18234,29.93019237858889,7.5
Fulwood,Fulwood,53.365,-1.544,18233,3.0704645132474893,21.0
Antanambao,Antanambao,-15.1667,50.3667,18232,28.36677717256432,8.0
Ocean Acres,Ocean Acres,39.743,-74.2805,18229,2.658029007390414,21.0
Eski-Nookat,Eski-Nookat,40.2658,72.6181,18228,6.039978523944011,10.0
Kingstowne,Kingstowne,38.7625,-77.1444,18228,3.994746701846384,21.0
Kottukal,Kottukal,8.8833,76.9,18227,2.6104027351269545,21.0
Júlio de Castilhos,Julio de Castilhos,-29.2269,-53.6817,18226,22.103749702460988,8.0
Manga,Manga,-14.7558,-43.9319,18226,53.248703915324825,7.0
Budrio,Budrio,44.55,11.5333,18226,13.25911916082292,8.5
Galaat el Andeless,Galaat el Andeless,37.0625,10.1183,18225,12.940878421388197,8.5
Mahiari,Mahiari,22.59,88.24,18223,2.4494025145190994,21.0
Bad Segeberg,Bad Segeberg,53.9167,10.3167,18221,12.269175458907633,8.5
Kurakhove,Kurakhove,47.9833,37.2667,18220,18.74119825832892,8.0
Baixa Grande,Baixa Grande,-11.96,-40.1678,18220,50.53724759791767,7.0
El Astillero,El Astillero,43.4017,-3.8194,18220,6.892804450060216,9.5
Pieksämäki,Pieksamaki,62.3003,27.1642,18220,37.63650793601613,6.5
Bronte,Bronte,37.7833,14.8333,18220,12.965346355229745,8.5
Pijijiapan,Pijijiapan,15.6833,-93.2167,18219,44.02306556213664,7.5
Zielonka,Zielonka,52.3008,21.1586,18219,3.023959271388999,21.0
Ţāqah,Taqah,17.0372,54.4036,18218,33.43059736723123,7.5
Banī Ḩasan ash Shurūq,Bani Hasan ash Shuruq,27.9333,30.8833,18218,4.912006622036483,21.0
Nazaré Paulista,Nazare Paulista,-23.1808,-46.395,18217,8.808582994020925,9.5
Farias Brito,Farias Brito,-6.9272,-39.5728,18217,33.13387176360172,7.5
Bettioua,Bettioua,35.8,-0.2667,18215,2.3851850476032337,21.0
Taku,Taku,33.2833,130.1167,18215,8.58431995328077,9.5
Gameleira,Gameleira,-8.5833,-35.3833,18214,7.740600608909534,10.0
Sipacate,Sipacate,13.9333,-91.15,18212,19.864449821917788,8.5
Stillorgan,Stillorgan,53.2888,-6.1958,18212,1.8507710950968552,21.0
Tirunāgeswaram,Tirunageswaram,10.9646,79.4293,18212,4.915049123389328,21.0
Sāhna,Sahna,30.4293,75.3813,18212,7.144751722761912,9.5
Filadelfia,Filadelfia,-22.34,-60.03,18210,69.68596076170518,6.5
Sikhio,Sikhio,14.9,101.7167,18209,34.527358907977,7.5
Blindio,Blindio,11.6133,-6.3444,18207,20.85800364955758,8.5
Serrita,Serrita,-7.9333,-39.3167,18207,26.803046942860515,8.0
Dagana,Dagana,16.4833,-15.6,18205,9.072029103375211,9.5
Amaraji,Amaraji,-8.4,-35.45,18205,14.948731097808812,9.0
Kudatini,Kudatini,15.15,76.92,18205,5.571027308075314,10.0
Budhni,Budhni,22.7825,77.682,18204,6.067562082139357,10.0
Kishi,Kishi,35.3333,139.1333,18204,3.540325656700697,21.0
Shaying,Shaying,25.974,105.4233,18203,30.994726069307017,7.5
Końskie,Konskie,51.2,20.4167,18201,21.6729044411924,7.5
Santiago de María,Santiago de Maria,13.4833,-88.4667,18201,9.752299448484733,9.5
Bet She’an,Bet She'an,32.5,35.5,18200,15.882575186593742,8.5
North Massapequa,North Massapequa,40.7031,-73.4678,18198,3.9544794007303783,21.0
Kiangara,Kiangara,-17.9667,47.0333,18197,43.92748348810868,7.0
Ranquitte,Ranquitte,19.4167,-72.0833,18197,9.9134288153477,9.5
Griffith,Griffith,-34.29,146.04,18196,152.48483129108808,5.0
Palamós,Palamos,41.85,3.1292,18196,8.002760775280496,9.5
San Sebastián Tutla,San Sebastian Tutla,17.0667,-96.6667,18195,3.539738902243947,21.0
Udaipura,Udaipura,23.0743,78.5111,18193,32.658593792744846,7.5
Pelham,Pelham,43.0333,-79.3333,18192,9.85023700550302,9.0
Plymouth,Plymouth,40.1115,-75.2976,18188,3.791176994900646,21.0
Washington,Washington,40.7877,-74.7918,18188,9.660702560555835,9.0
Bedēsa,Bedesa,8.9,40.7833,18187,30.72064250795067,8.0
